TestID,Timestamp,DataVolume,DataSize_MB,Framework,EncryptionTime_ms,CPU_Overhead_Percent,Memory_Usage_GB,SystemLoad,DataSensitivity,EncryptionAlgorithm
10186,2024-11-05T21:54:35,Large,2434,ReplicaWatcher,543,5.68,1.8,43%,Medium,AES-128-GCM
10187,2024-11-05T21:54:36,Large,2577,Kunerva,590,6.68,2.0,36%,High,ChaCha20-Poly1305
10188,2024-11-05T21:54:37,Large,1531,kubeFlower,630,6.73,2.87,62%,Medium,AES-256-GCM
10189,2024-11-05T21:54:38,VeryLarge,31127,ATLAS,1195,5.7,1.7,20%,High,AES-256-GCM
10190,2024-11-05T21:54:39,VeryLarge,38218,ReplicaWatcher,1388,6.42,1.83,50%,Low,AES-128-GCM
10191,2024-11-05T21:54:40,VeryLarge,43392,Kunerva,1441,6.9,2.1,52%,Medium,AES-256-GCM
10192,2024-11-05T21:54:41,VeryLarge,13306,kubeFlower,1417,7.28,3.23,51%,Low,AES-256-GCM
10193,2024-11-05T21:54:42,Small,44,ATLAS,45,4.47,1.43,73%,Low,AES-256-GCM
10194,2024-11-05T21:54:43,Small,58,ReplicaWatcher,78,5.01,1.58,43%,Low,AES-128-GCM
10195,2024-11-05T21:54:44,Small,2,Kunerva,88,5.9,1.71,21%,High,AES-256-GCM
10196,2024-11-05T21:54:45,Small,73,kubeFlower,121,6.13,2.61,34%,Low,ChaCha20-Poly1305
10197,2024-11-05T21:54:46,Medium,138,ATLAS,161,4.82,1.58,63%,High,ChaCha20-Poly1305
10198,2024-11-05T21:54:47,Medium,200,ReplicaWatcher,207,5.2,1.71,67%,Low,AES-256-GCM
10199,2024-11-05T21:54:48,Medium,332,Kunerva,205,6.31,1.86,42%,Low,ChaCha20-Poly1305
10200,2024-11-05T21:54:49,Medium,896,kubeFlower,280,6.48,2.8,31%,High,AES-128-GCM
10201,2024-11-05T21:54:50,Large,6878,ATLAS,494,4.99,1.64,48%,Medium,ChaCha20-Poly1305
10202,2024-11-05T21:54:51,Large,9941,ReplicaWatcher,587,5.77,1.69,76%,Medium,AES-128-GCM
10203,2024-11-05T21:54:52,Large,7029,Kunerva,610,6.25,1.96,23%,Low,AES-128-GCM
10204,2024-11-05T21:54:53,Large,6645,kubeFlower,650,7.16,2.85,80%,Medium,ChaCha20-Poly1305
10205,2024-11-05T21:54:54,VeryLarge,40373,ATLAS,1225,5.71,1.58,52%,Medium,ChaCha20-Poly1305
10206,2024-11-05T21:54:55,VeryLarge,38068,ReplicaWatcher,1423,6.19,1.84,32%,Medium,AES-256-GCM
10207,2024-11-05T21:54:56,VeryLarge,17236,Kunerva,1528,6.72,2.13,30%,Low,AES-256-GCM
10208,2024-11-05T21:54:57,VeryLarge,46432,kubeFlower,1484,6.99,3.16,62%,Low,AES-256-GCM
10209,2024-11-05T21:54:58,Small,59,ATLAS,47,4.46,1.54,47%,Low,ChaCha20-Poly1305
10210,2024-11-05T21:54:59,Small,66,ReplicaWatcher,81,5.03,1.49,46%,Medium,AES-256-GCM
10211,2024-11-05T21:55:00,Small,64,Kunerva,85,6.16,1.77,67%,Low,ChaCha20-Poly1305
10212,2024-11-05T21:55:01,Small,92,kubeFlower,123,6.37,2.76,49%,Medium,AES-128-GCM
10213,2024-11-05T21:55:02,Medium,847,ATLAS,155,4.74,1.51,47%,Low,ChaCha20-Poly1305
10214,2024-11-05T21:55:03,Medium,278,ReplicaWatcher,197,5.7,1.68,38%,Medium,ChaCha20-Poly1305
10215,2024-11-05T21:55:04,Medium,849,Kunerva,203,6.2,1.88,77%,Low,AES-256-GCM
10216,2024-11-05T21:55:05,Medium,229,kubeFlower,267,6.89,2.96,50%,High,AES-128-GCM
10217,2024-11-05T21:55:06,Large,3976,ATLAS,487,5.19,1.66,26%,Low,AES-256-GCM
10218,2024-11-05T21:55:07,Large,8279,ReplicaWatcher,564,6.04,1.78,48%,High,AES-256-GCM
10219,2024-11-05T21:55:08,Large,9739,Kunerva,578,6.49,1.85,22%,Medium,AES-128-GCM
10220,2024-11-05T21:55:09,Large,4321,kubeFlower,628,6.96,3.01,70%,Low,AES-256-GCM
10221,2024-11-05T21:55:10,VeryLarge,13758,ATLAS,1192,5.64,1.73,78%,Low,AES-128-GCM
10222,2024-11-05T21:55:11,VeryLarge,39790,ReplicaWatcher,1450,6.11,1.85,35%,Low,AES-128-GCM
10223,2024-11-05T21:55:12,VeryLarge,26504,Kunerva,1514,6.94,2.25,36%,Low,ChaCha20-Poly1305
10224,2024-11-05T21:55:13,VeryLarge,39869,kubeFlower,1530,7.41,3.21,73%,High,AES-128-GCM
10225,2024-11-05T21:55:14,Small,29,ATLAS,47,4.57,1.44,63%,High,AES-128-GCM
10226,2024-11-05T21:55:15,Small,16,ReplicaWatcher,77,5.08,1.62,74%,Low,AES-128-GCM
10227,2024-11-05T21:55:16,Small,99,Kunerva,92,6.09,1.73,37%,Medium,ChaCha20-Poly1305
10228,2024-11-05T21:55:17,Small,5,kubeFlower,122,6.1,2.61,57%,Medium,AES-128-GCM
10229,2024-11-05T21:55:18,Medium,896,ATLAS,159,5.01,1.59,50%,Low,AES-128-GCM
10230,2024-11-05T21:55:19,Medium,646,ReplicaWatcher,200,5.36,1.68,77%,Medium,ChaCha20-Poly1305
10231,2024-11-05T21:55:20,Medium,366,Kunerva,220,6.37,1.81,38%,High,ChaCha20-Poly1305
10232,2024-11-05T21:55:21,Medium,931,kubeFlower,277,6.69,2.93,43%,Medium,AES-256-GCM
10233,2024-11-05T21:55:22,Large,3456,ATLAS,487,5.36,1.58,52%,High,AES-256-GCM
10234,2024-11-05T21:55:23,Large,7362,ReplicaWatcher,561,5.61,1.83,48%,Low,AES-256-GCM
10235,2024-11-05T21:55:24,Large,8378,Kunerva,575,6.62,2.04,67%,Low,ChaCha20-Poly1305
10236,2024-11-05T21:55:25,Large,4169,kubeFlower,672,7.09,2.98,63%,Medium,AES-128-GCM
10237,2024-11-05T21:55:26,VeryLarge,41425,ATLAS,1231,5.49,1.65,34%,Low,ChaCha20-Poly1305
10238,2024-11-05T21:55:27,VeryLarge,49960,ReplicaWatcher,1345,6.17,1.84,63%,Medium,AES-256-GCM
10239,2024-11-05T21:55:28,VeryLarge,12221,Kunerva,1454,6.49,2.2,42%,High,ChaCha20-Poly1305
10240,2024-11-05T21:55:29,VeryLarge,14537,kubeFlower,1479,7.02,3.16,65%,High,AES-256-GCM
10241,2024-11-05T21:55:30,Small,37,ATLAS,43,4.67,1.5,40%,Medium,ChaCha20-Poly1305
10242,2024-11-05T21:55:31,Small,48,ReplicaWatcher,78,5.22,1.52,41%,High,AES-256-GCM
10243,2024-11-05T21:55:32,Small,41,Kunerva,87,5.97,1.7,71%,Low,ChaCha20-Poly1305
10244,2024-11-05T21:55:33,Small,5,kubeFlower,128,6.34,2.73,79%,Medium,ChaCha20-Poly1305
10245,2024-11-05T21:55:34,Medium,406,ATLAS,155,4.56,1.45,26%,Low,AES-128-GCM
10246,2024-11-05T21:55:35,Medium,563,ReplicaWatcher,204,5.64,1.73,20%,High,AES-256-GCM
10247,2024-11-05T21:55:36,Medium,882,Kunerva,214,6.25,1.92,44%,Medium,AES-128-GCM
10248,2024-11-05T21:55:37,Medium,276,kubeFlower,277,6.79,2.86,24%,Medium,ChaCha20-Poly1305
10249,2024-11-05T21:55:38,Large,3657,ATLAS,468,5.3,1.63,46%,Low,AES-256-GCM
10250,2024-11-05T21:55:39,Large,7974,ReplicaWatcher,559,5.91,1.69,24%,Medium,ChaCha20-Poly1305
10251,2024-11-05T21:55:40,Large,6286,Kunerva,599,6.54,1.97,68%,Medium,AES-256-GCM
10252,2024-11-05T21:55:41,Large,9104,kubeFlower,647,7.18,3.03,20%,High,AES-256-GCM
10253,2024-11-05T21:55:42,VeryLarge,29514,ATLAS,1258,5.46,1.7,43%,Low,AES-256-GCM
10254,2024-11-05T21:55:43,VeryLarge,35252,ReplicaWatcher,1434,6.27,1.87,32%,Medium,AES-256-GCM
10255,2024-11-05T21:55:44,VeryLarge,30291,Kunerva,1480,6.86,2.1,59%,Medium,AES-256-GCM
10256,2024-11-05T21:55:45,VeryLarge,32103,kubeFlower,1479,6.9,3.1,80%,Medium,AES-256-GCM
10257,2024-11-05T21:55:46,Small,73,ATLAS,46,4.37,1.49,74%,Medium,AES-128-GCM
10258,2024-11-05T21:55:47,Small,25,ReplicaWatcher,78,5.36,1.51,21%,Medium,AES-256-GCM
10259,2024-11-05T21:55:48,Small,1,Kunerva,93,6.13,1.82,64%,Medium,AES-128-GCM
10260,2024-11-05T21:55:49,Small,89,kubeFlower,129,6.34,2.86,62%,Medium,ChaCha20-Poly1305
10261,2024-11-05T21:55:50,Medium,704,ATLAS,152,4.86,1.55,25%,High,AES-128-GCM
10262,2024-11-05T21:55:51,Medium,849,ReplicaWatcher,192,5.67,1.63,46%,High,AES-256-GCM
10263,2024-11-05T21:55:52,Medium,757,Kunerva,203,6.15,1.9,39%,Low,AES-128-GCM
10264,2024-11-05T21:55:53,Medium,246,kubeFlower,264,6.75,2.94,21%,Medium,AES-128-GCM
10265,2024-11-05T21:55:54,Large,1972,ATLAS,483,4.96,1.58,70%,High,AES-128-GCM
10266,2024-11-05T21:55:55,Large,1627,ReplicaWatcher,577,5.85,1.72,73%,High,AES-256-GCM
10267,2024-11-05T21:55:56,Large,9891,Kunerva,573,6.5,1.95,43%,High,ChaCha20-Poly1305
10268,2024-11-05T21:55:57,Large,6304,kubeFlower,682,6.57,3.05,28%,Low,AES-128-GCM
10269,2024-11-05T21:55:58,VeryLarge,37046,ATLAS,1258,5.27,1.64,23%,High,AES-256-GCM
10270,2024-11-05T21:55:59,VeryLarge,42950,ReplicaWatcher,1324,6.12,1.89,62%,Medium,AES-128-GCM
10271,2024-11-05T21:56:00,VeryLarge,25395,Kunerva,1499,6.68,2.05,28%,Low,AES-128-GCM
10272,2024-11-05T21:56:01,VeryLarge,49125,kubeFlower,1481,6.86,3.1,33%,Medium,AES-256-GCM
10273,2024-11-05T21:56:02,Small,5,ATLAS,46,4.43,1.43,66%,High,ChaCha20-Poly1305
10274,2024-11-05T21:56:03,Small,22,ReplicaWatcher,80,4.9,1.58,75%,High,ChaCha20-Poly1305
10275,2024-11-05T21:56:04,Small,63,Kunerva,88,5.69,1.83,22%,Medium,AES-128-GCM
10276,2024-11-05T21:56:05,Small,39,kubeFlower,120,6.31,2.79,53%,Low,AES-256-GCM
10277,2024-11-05T21:56:06,Medium,199,ATLAS,158,4.59,1.58,25%,High,ChaCha20-Poly1305
10278,2024-11-05T21:56:07,Medium,905,ReplicaWatcher,207,5.19,1.72,29%,High,AES-256-GCM
10279,2024-11-05T21:56:08,Medium,924,Kunerva,209,6.15,1.92,57%,Medium,AES-256-GCM
10280,2024-11-05T21:56:09,Medium,246,kubeFlower,262,6.47,2.87,31%,Medium,AES-128-GCM
10281,2024-11-05T21:56:10,Large,5349,ATLAS,475,4.88,1.61,32%,High,AES-256-GCM
10282,2024-11-05T21:56:11,Large,1819,ReplicaWatcher,566,5.66,1.8,76%,Low,AES-256-GCM
10283,2024-11-05T21:56:12,Large,3641,Kunerva,606,6.39,2.0,73%,Low,AES-256-GCM
10284,2024-11-05T21:56:13,Large,2635,kubeFlower,635,6.58,2.85,26%,High,ChaCha20-Poly1305
10285,2024-11-05T21:56:14,VeryLarge,17234,ATLAS,1304,5.24,1.72,46%,High,AES-128-GCM
10286,2024-11-05T21:56:15,VeryLarge,47519,ReplicaWatcher,1407,6.1,1.83,36%,Medium,AES-128-GCM
10287,2024-11-05T21:56:16,VeryLarge,27096,Kunerva,1408,6.67,2.05,66%,Medium,AES-256-GCM
10288,2024-11-05T21:56:17,VeryLarge,38135,kubeFlower,1482,7.21,3.16,39%,Low,AES-256-GCM
10289,2024-11-05T21:56:18,Small,18,ATLAS,46,4.37,1.43,53%,Medium,AES-256-GCM
10290,2024-11-05T21:56:19,Small,38,ReplicaWatcher,79,4.97,1.53,35%,Low,AES-256-GCM
10291,2024-11-05T21:56:20,Small,83,Kunerva,92,6.14,1.82,61%,High,ChaCha20-Poly1305
10292,2024-11-05T21:56:21,Small,76,kubeFlower,125,6.49,2.65,58%,Low,ChaCha20-Poly1305
10293,2024-11-05T21:56:22,Medium,390,ATLAS,163,4.85,1.55,32%,Medium,ChaCha20-Poly1305
10294,2024-11-05T21:56:23,Medium,754,ReplicaWatcher,206,5.66,1.59,76%,Low,ChaCha20-Poly1305
10295,2024-11-05T21:56:24,Medium,190,Kunerva,208,6.14,1.93,63%,High,AES-128-GCM
10296,2024-11-05T21:56:25,Medium,899,kubeFlower,260,6.25,2.97,26%,Low,AES-256-GCM
10297,2024-11-05T21:56:26,Large,9855,ATLAS,498,4.95,1.55,24%,Medium,AES-256-GCM
10298,2024-11-05T21:56:27,Large,7148,ReplicaWatcher,539,6.01,1.83,21%,High,ChaCha20-Poly1305
10299,2024-11-05T21:56:28,Large,7422,Kunerva,588,6.35,1.89,30%,Low,ChaCha20-Poly1305
10300,2024-11-05T21:56:29,Large,1020,kubeFlower,671,7.23,2.83,46%,Low,AES-256-GCM
10301,2024-11-05T21:56:30,VeryLarge,45316,ATLAS,1262,5.65,1.59,69%,High,AES-256-GCM
10302,2024-11-05T21:56:31,VeryLarge,30644,ReplicaWatcher,1426,6.34,1.86,69%,High,ChaCha20-Poly1305
10303,2024-11-05T21:56:32,VeryLarge,22330,Kunerva,1520,7.04,2.1,73%,High,AES-256-GCM
10304,2024-11-05T21:56:33,VeryLarge,38329,kubeFlower,1512,7.27,3.27,77%,Low,ChaCha20-Poly1305
10305,2024-11-05T21:56:34,Small,51,ATLAS,47,4.33,1.49,62%,High,ChaCha20-Poly1305
10306,2024-11-05T21:56:35,Small,43,ReplicaWatcher,79,4.87,1.6,53%,High,AES-256-GCM
10307,2024-11-05T21:56:36,Small,72,Kunerva,90,5.97,1.8,49%,Medium,ChaCha20-Poly1305
10308,2024-11-05T21:56:37,Small,17,kubeFlower,122,6.12,2.84,40%,Low,AES-128-GCM
10309,2024-11-05T21:56:38,Medium,651,ATLAS,156,4.98,1.54,66%,Low,AES-256-GCM
10310,2024-11-05T21:56:39,Medium,407,ReplicaWatcher,203,5.43,1.66,72%,Low,ChaCha20-Poly1305
10311,2024-11-05T21:56:40,Medium,805,Kunerva,210,6.27,1.85,27%,Medium,AES-128-GCM
10312,2024-11-05T21:56:41,Medium,610,kubeFlower,276,6.6,2.98,63%,Medium,AES-256-GCM
10313,2024-11-05T21:56:42,Large,4332,ATLAS,508,4.89,1.59,46%,High,AES-128-GCM
10314,2024-11-05T21:56:43,Large,8877,ReplicaWatcher,561,5.73,1.87,34%,Low,ChaCha20-Poly1305
10315,2024-11-05T21:56:44,Large,5990,Kunerva,604,6.52,2.0,50%,Low,ChaCha20-Poly1305
10316,2024-11-05T21:56:45,Large,5521,kubeFlower,634,6.98,3.11,27%,Low,ChaCha20-Poly1305
10317,2024-11-05T21:56:46,VeryLarge,35398,ATLAS,1274,5.48,1.71,73%,Low,ChaCha20-Poly1305
10318,2024-11-05T21:56:47,VeryLarge,40699,ReplicaWatcher,1458,6.0,1.82,48%,Medium,AES-256-GCM
10319,2024-11-05T21:56:48,VeryLarge,32440,Kunerva,1430,6.65,2.15,74%,Low,AES-128-GCM
10320,2024-11-05T21:56:49,VeryLarge,30758,kubeFlower,1493,7.47,3.07,21%,Medium,ChaCha20-Poly1305
10321,2024-11-05T21:56:50,Small,21,ATLAS,47,4.71,1.47,20%,High,AES-128-GCM
10322,2024-11-05T21:56:51,Small,90,ReplicaWatcher,75,5.02,1.58,54%,Medium,ChaCha20-Poly1305
10323,2024-11-05T21:56:52,Small,34,Kunerva,85,5.89,1.78,38%,Low,AES-128-GCM
10324,2024-11-05T21:56:53,Small,44,kubeFlower,118,6.36,2.77,39%,High,AES-128-GCM
10325,2024-11-05T21:56:54,Medium,417,ATLAS,163,4.97,1.58,59%,Medium,ChaCha20-Poly1305
10326,2024-11-05T21:56:55,Medium,875,ReplicaWatcher,200,5.64,1.65,22%,High,AES-256-GCM
10327,2024-11-05T21:56:56,Medium,334,Kunerva,221,6.16,1.86,79%,Low,AES-256-GCM
10328,2024-11-05T21:56:57,Medium,818,kubeFlower,271,6.38,2.95,53%,High,AES-128-GCM
10329,2024-11-05T21:56:58,Large,4052,ATLAS,471,5.21,1.59,27%,High,ChaCha20-Poly1305
10330,2024-11-05T21:56:59,Large,8898,ReplicaWatcher,589,5.86,1.76,40%,High,ChaCha20-Poly1305
10331,2024-11-05T21:57:00,Large,6003,Kunerva,597,6.56,1.96,71%,High,AES-256-GCM
10332,2024-11-05T21:57:01,Large,6307,kubeFlower,689,7.23,2.87,57%,Low,AES-128-GCM
10333,2024-11-05T21:57:02,VeryLarge,46329,ATLAS,1221,5.61,1.71,35%,High,AES-256-GCM
10334,2024-11-05T21:57:03,VeryLarge,39936,ReplicaWatcher,1452,6.08,1.83,67%,Low,AES-256-GCM
10335,2024-11-05T21:57:04,VeryLarge,24542,Kunerva,1442,6.9,2.1,46%,Low,AES-128-GCM
10336,2024-11-05T21:57:05,VeryLarge,44765,kubeFlower,1525,7.3,3.21,49%,Medium,AES-128-GCM
10337,2024-11-05T21:57:06,Small,17,ATLAS,47,4.53,1.48,51%,High,AES-256-GCM
10338,2024-11-05T21:57:07,Small,51,ReplicaWatcher,77,4.87,1.59,57%,Medium,AES-256-GCM
10339,2024-11-05T21:57:08,Small,80,Kunerva,87,6.09,1.71,44%,Low,AES-128-GCM
10340,2024-11-05T21:57:09,Small,50,kubeFlower,117,6.33,2.68,46%,Medium,ChaCha20-Poly1305
10341,2024-11-05T21:57:10,Medium,569,ATLAS,161,4.66,1.57,75%,Medium,ChaCha20-Poly1305
10342,2024-11-05T21:57:11,Medium,533,ReplicaWatcher,198,5.23,1.6,58%,Low,AES-128-GCM
10343,2024-11-05T21:57:12,Medium,976,Kunerva,217,6.33,1.85,29%,High,AES-256-GCM
10344,2024-11-05T21:57:13,Medium,450,kubeFlower,261,6.48,2.91,30%,High,AES-256-GCM
10345,2024-11-05T21:57:14,Large,6414,ATLAS,494,5.26,1.53,64%,Medium,ChaCha20-Poly1305
10346,2024-11-05T21:57:15,Large,3550,ReplicaWatcher,577,5.92,1.79,47%,Medium,AES-128-GCM
10347,2024-11-05T21:57:16,Large,9594,Kunerva,570,6.73,2.0,57%,Low,ChaCha20-Poly1305
10348,2024-11-05T21:57:17,Large,4831,kubeFlower,684,7.06,2.94,53%,Low,AES-128-GCM
10349,2024-11-05T21:57:18,VeryLarge,45220,ATLAS,1253,5.71,1.68,22%,High,ChaCha20-Poly1305
10350,2024-11-05T21:57:19,VeryLarge,14243,ReplicaWatcher,1371,5.98,1.94,72%,High,AES-256-GCM
10351,2024-11-05T21:57:20,VeryLarge,33563,Kunerva,1533,6.78,2.12,48%,Medium,ChaCha20-Poly1305
10352,2024-11-05T21:57:21,VeryLarge,43248,kubeFlower,1465,7.0,3.2,53%,Low,AES-128-GCM
10353,2024-11-05T21:57:22,Small,50,ATLAS,44,4.68,1.54,21%,High,ChaCha20-Poly1305
10354,2024-11-05T21:57:23,Small,33,ReplicaWatcher,76,5.14,1.5,37%,Low,ChaCha20-Poly1305
10355,2024-11-05T21:57:24,Small,97,Kunerva,87,6.01,1.82,43%,Low,AES-128-GCM
10356,2024-11-05T21:57:25,Small,21,kubeFlower,127,6.25,2.79,77%,Low,AES-128-GCM
10357,2024-11-05T21:57:26,Medium,126,ATLAS,154,4.86,1.47,44%,Low,ChaCha20-Poly1305
10358,2024-11-05T21:57:27,Medium,532,ReplicaWatcher,199,5.65,1.62,57%,Low,AES-128-GCM
10359,2024-11-05T21:57:28,Medium,345,Kunerva,205,6.06,1.9,60%,High,AES-256-GCM
10360,2024-11-05T21:57:29,Medium,975,kubeFlower,278,6.6,2.94,44%,Medium,AES-128-GCM
10361,2024-11-05T21:57:30,Large,2438,ATLAS,505,5.09,1.54,44%,High,ChaCha20-Poly1305
10362,2024-11-05T21:57:31,Large,9770,ReplicaWatcher,595,5.99,1.84,36%,High,AES-256-GCM
10363,2024-11-05T21:57:32,Large,7357,Kunerva,563,6.23,1.96,70%,Medium,ChaCha20-Poly1305
10364,2024-11-05T21:57:33,Large,3538,kubeFlower,658,7.19,2.95,37%,High,ChaCha20-Poly1305
10365,2024-11-05T21:57:34,VeryLarge,13740,ATLAS,1307,5.34,1.71,32%,High,AES-256-GCM
10366,2024-11-05T21:57:35,VeryLarge,48780,ReplicaWatcher,1449,6.5,1.92,74%,High,ChaCha20-Poly1305
10367,2024-11-05T21:57:36,VeryLarge,46778,Kunerva,1412,6.95,2.07,41%,High,AES-256-GCM
10368,2024-11-05T21:57:37,VeryLarge,15453,kubeFlower,1471,7.17,3.01,56%,High,AES-256-GCM
10369,2024-11-05T21:57:38,Small,61,ATLAS,44,4.32,1.54,51%,High,ChaCha20-Poly1305
10370,2024-11-05T21:57:39,Small,50,ReplicaWatcher,77,5.12,1.59,54%,High,AES-128-GCM
10371,2024-11-05T21:57:40,Small,70,Kunerva,86,6.05,1.85,72%,Low,AES-128-GCM
10372,2024-11-05T21:57:41,Small,46,kubeFlower,118,5.94,2.79,47%,High,ChaCha20-Poly1305
10373,2024-11-05T21:57:42,Medium,991,ATLAS,159,4.57,1.49,58%,High,AES-128-GCM
10374,2024-11-05T21:57:43,Medium,513,ReplicaWatcher,207,5.66,1.61,72%,Low,AES-128-GCM
10375,2024-11-05T21:57:44,Medium,476,Kunerva,203,6.16,1.92,51%,High,AES-128-GCM
10376,2024-11-05T21:57:45,Medium,983,kubeFlower,265,6.75,2.92,32%,High,ChaCha20-Poly1305
10377,2024-11-05T21:57:46,Large,1971,ATLAS,510,5.3,1.52,60%,Low,ChaCha20-Poly1305
10378,2024-11-05T21:57:47,Large,1705,ReplicaWatcher,593,6.15,1.85,37%,Low,AES-256-GCM
10379,2024-11-05T21:57:48,Large,5897,Kunerva,610,6.15,1.89,57%,High,AES-128-GCM
10380,2024-11-05T21:57:49,Large,3259,kubeFlower,640,6.66,3.01,75%,Low,AES-128-GCM
10381,2024-11-05T21:57:50,VeryLarge,25037,ATLAS,1280,5.18,1.63,65%,Low,ChaCha20-Poly1305
10382,2024-11-05T21:57:51,VeryLarge,36676,ReplicaWatcher,1436,5.95,1.87,70%,Low,AES-128-GCM
10383,2024-11-05T21:57:52,VeryLarge,15708,Kunerva,1534,6.49,2.24,56%,Medium,AES-128-GCM
10384,2024-11-05T21:57:53,VeryLarge,48839,kubeFlower,1504,6.9,2.98,67%,High,ChaCha20-Poly1305
10385,2024-11-05T21:57:54,Small,85,ATLAS,47,4.44,1.52,34%,Medium,AES-128-GCM
10386,2024-11-05T21:57:55,Small,43,ReplicaWatcher,79,5.17,1.49,46%,Low,ChaCha20-Poly1305
10387,2024-11-05T21:57:56,Small,62,Kunerva,87,6.12,1.81,61%,High,ChaCha20-Poly1305
10388,2024-11-05T21:57:57,Small,83,kubeFlower,126,6.34,2.81,73%,Medium,AES-256-GCM
10389,2024-11-05T21:57:58,Medium,624,ATLAS,155,4.89,1.59,55%,High,AES-256-GCM
10390,2024-11-05T21:57:59,Medium,327,ReplicaWatcher,200,5.3,1.7,41%,Medium,AES-256-GCM
10391,2024-11-05T21:58:00,Medium,789,Kunerva,213,6.11,1.86,55%,High,ChaCha20-Poly1305
10392,2024-11-05T21:58:01,Medium,700,kubeFlower,277,6.53,2.8,52%,High,AES-256-GCM
10393,2024-11-05T21:58:02,Large,8509,ATLAS,505,5.02,1.59,31%,High,ChaCha20-Poly1305
10394,2024-11-05T21:58:03,Large,4472,ReplicaWatcher,545,5.86,1.79,68%,High,AES-128-GCM
10395,2024-11-05T21:58:04,Large,8088,Kunerva,613,6.75,2.02,60%,Medium,ChaCha20-Poly1305
10396,2024-11-05T21:58:05,Large,8990,kubeFlower,661,7.21,3.11,74%,High,AES-256-GCM
10397,2024-11-05T21:58:06,VeryLarge,28749,ATLAS,1187,5.43,1.59,66%,Medium,ChaCha20-Poly1305
10398,2024-11-05T21:58:07,VeryLarge,10838,ReplicaWatcher,1391,6.49,1.84,64%,High,AES-256-GCM
10399,2024-11-05T21:58:08,VeryLarge,23712,Kunerva,1519,6.52,2.08,65%,High,AES-128-GCM
10400,2024-11-05T21:58:09,VeryLarge,20497,kubeFlower,1447,7.23,3.15,78%,Low,AES-256-GCM
10401,2024-11-05T21:58:10,Small,74,ATLAS,43,4.42,1.52,20%,High,ChaCha20-Poly1305
10402,2024-11-05T21:58:11,Small,82,ReplicaWatcher,79,5.05,1.5,63%,High,ChaCha20-Poly1305
10403,2024-11-05T21:58:12,Small,67,Kunerva,85,5.96,1.84,48%,High,AES-128-GCM
10404,2024-11-05T21:58:13,Small,11,kubeFlower,127,6.26,2.74,47%,Medium,ChaCha20-Poly1305
10405,2024-11-05T21:58:14,Medium,662,ATLAS,155,4.98,1.48,31%,Medium,ChaCha20-Poly1305
10406,2024-11-05T21:58:15,Medium,891,ReplicaWatcher,197,5.52,1.6,63%,Medium,ChaCha20-Poly1305
10407,2024-11-05T21:58:16,Medium,134,Kunerva,220,6.02,1.95,45%,Low,AES-256-GCM
10408,2024-11-05T21:58:17,Medium,501,kubeFlower,260,6.41,2.83,63%,Low,AES-256-GCM
10409,2024-11-05T21:58:18,Large,8403,ATLAS,484,5.29,1.5,50%,Low,AES-256-GCM
10410,2024-11-05T21:58:19,Large,7519,ReplicaWatcher,581,5.67,1.86,52%,Low,AES-128-GCM
10411,2024-11-05T21:58:20,Large,7686,Kunerva,614,6.69,1.87,80%,High,ChaCha20-Poly1305
10412,2024-11-05T21:58:21,Large,9906,kubeFlower,648,7.06,2.97,35%,Low,AES-128-GCM
10413,2024-11-05T21:58:22,VeryLarge,35518,ATLAS,1204,5.42,1.73,51%,Medium,ChaCha20-Poly1305
10414,2024-11-05T21:58:23,VeryLarge,44395,ReplicaWatcher,1362,6.54,1.83,77%,Medium,AES-128-GCM
10415,2024-11-05T21:58:24,VeryLarge,41319,Kunerva,1446,6.8,2.09,36%,High,AES-128-GCM
10416,2024-11-05T21:58:25,VeryLarge,24257,kubeFlower,1456,6.92,3.18,37%,High,ChaCha20-Poly1305
10417,2024-11-05T21:58:26,Small,59,ATLAS,45,4.62,1.4,36%,Low,ChaCha20-Poly1305
10418,2024-11-05T21:58:27,Small,77,ReplicaWatcher,79,5.14,1.54,72%,Medium,ChaCha20-Poly1305
10419,2024-11-05T21:58:28,Small,63,Kunerva,92,6.17,1.8,43%,Low,AES-256-GCM
10420,2024-11-05T21:58:29,Small,87,kubeFlower,120,5.98,2.68,34%,High,ChaCha20-Poly1305
10421,2024-11-05T21:58:30,Medium,681,ATLAS,149,4.77,1.58,77%,Medium,ChaCha20-Poly1305
10422,2024-11-05T21:58:31,Medium,124,ReplicaWatcher,205,5.65,1.65,49%,Medium,AES-128-GCM
10423,2024-11-05T21:58:32,Medium,238,Kunerva,220,6.26,1.87,30%,Medium,ChaCha20-Poly1305
10424,2024-11-05T21:58:33,Medium,540,kubeFlower,278,6.83,2.94,40%,Medium,AES-128-GCM
10425,2024-11-05T21:58:34,Large,7538,ATLAS,477,5.14,1.64,46%,Medium,AES-128-GCM
10426,2024-11-05T21:58:35,Large,3406,ReplicaWatcher,577,5.89,1.83,30%,High,AES-256-GCM
10427,2024-11-05T21:58:36,Large,1373,Kunerva,572,6.58,2.03,79%,High,AES-256-GCM
10428,2024-11-05T21:58:37,Large,6209,kubeFlower,688,7.08,2.9,71%,Medium,AES-128-GCM
10429,2024-11-05T21:58:38,VeryLarge,15575,ATLAS,1247,5.47,1.61,26%,High,AES-256-GCM
10430,2024-11-05T21:58:39,VeryLarge,22729,ReplicaWatcher,1432,6.05,1.94,68%,Medium,ChaCha20-Poly1305
